# unified_batch: max_base=20, sizes [3, 6], k in [1, 2]
# 30542 coprime BaseSets enumerated
# A                              k   R        route   c*           T*           extra       
  {3,6,12,14,15,16}              1   1.006    CFH     13           144          step=15 
  {3,6,12,14,15,16}              2   1.006    CFH     5279         38416        step=16 
  {3,6,12,14,15,17}              1   1.002    CFH     28           144          step=19 
  {3,6,12,14,15,17}              2   1.002    CFH     39828        248832       step=20 
  {3,7,8,9,10,11}                1   1.146    CFH     6            49           step=7 
  {3,7,8,9,10,11}                2   1.146    CFH     2830         4096         step=8 
  {3,7,8,9,10,12}                1   1.137    CFH     14           49           step=7 
  {3,7,8,9,10,12}                2   1.137    CFH     2339         4096         step=8 
  {3,7,8,9,10,13}                1   1.129    CFH     14           49           step=7 
  {3,7,8,9,10,13}                2   1.129    CFH     1709         4096         step=8 
  {3,7,8,9,10,14}                1   1.123    CFH     6            49           step=8 
  {3,7,8,9,10,14}                2   1.123    CFH     2896         2744         step=9 
  {3,7,8,9,10,15}                1   1.117    CFH     14           49           step=8 
  {3,7,8,9,10,15}                2   1.117    CFH     2429         3375         step=8 
  {3,7,8,9,10,16}                1   1.112    CFH     14           49           step=8 
  {3,7,8,9,10,16}                2   1.112    CFH     3005         10000        step=10 
  {3,7,8,9,10,17}                1   1.108    CFH     23           289          step=8 
  {3,7,8,9,10,17}                2   1.108    CFH     3005         10000        step=10 
  {3,7,8,9,10,18}                1   1.104    CFH     50           324          step=8 
  {3,7,8,9,10,18}                2   1.104    CFH     3005         10000        step=10 
  {3,7,8,9,10,19}                1   1.101    CFH     23           343          step=8 
  {3,7,8,9,10,19}                2   1.101    CFH     2781         10000        step=10 
  {3,7,8,9,10,20}                1   1.098    CFH     14           49           step=9 
  {3,7,8,9,10,20}                2   1.098    CFH     2429         4096         step=8 
  {3,7,8,9,11,12}                1   1.125    CFH     13           49           step=8 
  {3,7,8,9,11,12}                2   1.125    CFH     3363         14641        step=7 
  {3,7,8,9,11,13}                1   1.118    CFH     6            49           step=8 
  {3,7,8,9,11,13}                2   1.118    CFH     2387         4096         step=10 
  {3,7,8,9,11,14}                1   1.111    CFH     13           49           step=8 
  {3,7,8,9,11,14}                2   1.111    CFH     2830         14641        step=8 
  {3,7,8,9,11,15}                1   1.106    CFH     13           49           step=8 
  {3,7,8,9,11,15}                2   1.106    CFH     3363         14641        step=8 
  {3,7,8,9,11,16}                1   1.101    CFH     13           49           step=8 
  {3,7,8,9,11,16}                2   1.101    CFH     2755         14641        step=8 
  {3,7,8,9,11,17}                1   1.097    CFH     13           49           step=8 
  {3,7,8,9,11,17}                2   1.097    CFH     3363         14641        step=9 
  {3,7,8,9,11,18}                1   1.093    CFH     13           49           step=9 
  {3,7,8,9,11,18}                2   1.093    CFH     3233         14641        step=10 
  {3,7,8,9,11,19}                1   1.09     CFH     13           49           step=9 
  {3,7,8,9,11,19}                2   1.09     CFH     2860         14641        step=10 
  {3,7,8,9,11,20}                1   1.087    CFH     13           49           step=9 
  {3,7,8,9,11,20}                2   1.087    CFH     3074         8000         step=11 
  {3,7,8,9,12,13}                1   1.109    CFH     14           49           step=8 
  {3,7,8,9,12,13}                2   1.109    CFH     2419         4096         step=10 
  {3,7,8,9,12,14}                1   1.102    CFH     13           49           step=8 
  {3,7,8,9,12,14}                2   1.102    CFH     2446         2744         step=11 
  {3,7,8,9,12,15}                1   1.097    CFH     14           49           step=8 
  {3,7,8,9,12,15}                2   1.097    CFH     3660         16807        step=8 
  {3,7,8,9,12,16}                1   1.092    CFH     14           49           step=9 
  {3,7,8,9,12,16}                2   1.092    CFH     2585         4096         step=10 
  {3,7,8,9,12,17}                1   1.088    CFH     14           49           step=9 
  {3,7,8,9,12,17}                2   1.088    CFH     2995         16807        step=8 
  {3,7,8,9,12,18}                1   1.084    CFH     14           49           step=9 
  {3,7,8,9,12,18}                2   1.084    CFH     3184         16807        step=9 
  {3,7,8,9,12,19}                1   1.081    CFH     14           49           step=9 
  {3,7,8,9,12,19}                2   1.081    CFH     3076         16807        step=9 
  {3,7,8,9,12,20}                1   1.078    CFH     14           49           step=9 
  {3,7,8,9,12,20}                2   1.078    CFH     3363         32768        step=10 
  {3,7,8,9,13,14}                1   1.095    CFH     6            49           step=8 
  {3,7,8,9,13,14}                2   1.095    CFH     2568         2744         step=11 
  {3,7,8,9,13,15}                1   1.089    CFH     14           49           step=9 
  {3,7,8,9,13,15}                2   1.089    CFH     2948         3375         step=11 
  {3,7,8,9,13,16}                1   1.085    CFH     14           49           step=9 
  {3,7,8,9,13,16}                2   1.085    CFH     2581         4096         step=11 
  {3,7,8,9,13,17}                1   1.08     CFH     14           49           step=9 
  {3,7,8,9,13,17}                2   1.08     CFH     4820         16807        step=9 
  {3,7,8,9,13,18}                1   1.077    CFH     14           49           step=9 
  {3,7,8,9,13,18}                2   1.077    CFH     4732         16807        step=9 
  {3,7,8,9,13,19}                1   1.073    CFH     14           49           step=9 
  {3,7,8,9,13,19}                2   1.073    CFH     2526         4096         step=10 
  {3,7,8,9,13,20}                1   1.07     CFH     14           49           step=11 
  {3,7,8,9,13,20}                2   1.07     CFH     2836         4096         step=10 
  {3,7,8,9,14,15}                1   1.083    CFH     13           49           step=9 
  {3,7,8,9,14,15}                2   1.083    CFH     3103         16807        step=8 
  {3,7,8,9,14,16}                1   1.078    CFH     13           49           step=9 
  {3,7,8,9,14,16}                2   1.078    CFH     5444         16807        step=9 
  {3,7,8,9,14,17}                1   1.074    CFH     13           49           step=9 
  {3,7,8,9,14,17}                2   1.074    CFH     3363         16807        step=9 
  {3,7,8,9,14,18}                1   1.07     CFH     13           49           step=11 
  {3,7,8,9,14,18}                2   1.07     CFH     3444         16807        step=9 
  {3,7,8,9,14,19}                1   1.067    CFH     13           49           step=11 
  {3,7,8,9,14,19}                2   1.067    CFH     4715         16807        step=10 
  {3,7,8,9,14,20}                1   1.064    CFH     13           49           step=11 
  {3,7,8,9,14,20}                2   1.064    CFH     3074         32768        step=11 
  {3,7,8,9,15,16}                1   1.073    CFH     14           49           step=9 
  {3,7,8,9,15,16}                2   1.073    CFH     2923         16807        step=9 
  {3,7,8,9,15,17}                1   1.068    CFH     14           49           step=11 
  {3,7,8,9,15,17}                2   1.068    CFH     3112         16807        step=9 
  {3,7,8,9,15,18}                1   1.065    CFH     14           49           step=11 
  {3,7,8,9,15,18}                2   1.065    CFH     3184         16807        step=10 
  {3,7,8,9,15,19}                1   1.062    CFH     14           49           step=11 
  {3,7,8,9,15,19}                2   1.062    CFH     3184         16807        step=10 
  {3,7,8,9,15,20}                1   1.059    CFH     14           49           step=11 
  {3,7,8,9,15,20}                2   1.059    CFH     3525         32768        step=10 
  {3,7,8,9,16,17}                1   1.064    CFH     22           49           step=11 
  {3,7,8,9,16,17}                2   1.064    CFH     5517         16807        step=10 
  {3,7,8,9,16,18}                1   1.06     CFH     22           49           step=11 
  {3,7,8,9,16,18}                2   1.06     CFH     7013         16807        step=10 
  {3,7,8,9,16,19}                1   1.057    CFH     14           49           step=11 
  {3,7,8,9,16,19}                2   1.057    CFH     3125         16807        step=10 
  {3,7,8,9,16,20}                1   1.054    CFH     22           49           step=11 
  {3,7,8,9,16,20}                2   1.054    CFH     6128         32768        step=10 
  {3,7,8,9,17,18}                1   1.056    CFH     40           243          step=9 
  {3,7,8,9,17,18}                2   1.056    CFH     8161         16807        step=10 
  {3,7,8,9,17,19}                1   1.053    CFH     23           49           step=11 
  {3,7,8,9,17,19}                2   1.053    CFH     4453         16807        step=10 
  {3,7,8,9,17,20}                1   1.05     CFH     22           49           step=11 
  {3,7,8,9,17,20}                2   1.05     CFH     4781         32768        step=11 
  {3,7,8,9,18,19}                1   1.049    CFH     50           243          step=9 
  {3,7,8,9,18,19}                2   1.049    CFH     7280         16807        step=10 
  {3,7,8,9,18,20}                1   1.046    CFH     22           49           step=11 
  {3,7,8,9,18,20}                2   1.046    CFH     7729         32768        step=11 
  {3,7,8,9,19,20}                1   1.043    CFH     14           49           step=11 
  {3,7,8,9,19,20}                2   1.043    CFH     6525         32768        step=11 
  {3,7,8,10,11,12}               1   1.112    CFH     6            49           step=8 
  {3,7,8,10,11,12}               2   1.112    CFH     1457         4096         step=9 
  {3,7,8,10,11,13}               1   1.104    CFH     6            49           step=8 
  {3,7,8,10,11,13}               2   1.104    CFH     1939         4096         step=9 
  {3,7,8,10,11,14}               1   1.098    CFH     6            49           step=8 
  {3,7,8,10,11,14}               2   1.098    CFH     1996         2744         step=10 
  {3,7,8,10,11,15}               1   1.092    CFH     6            49           step=9 
  {3,7,8,10,11,15}               2   1.092    CFH     1550         3375         step=10 
  {3,7,8,10,11,16}               1   1.087    CFH     6            49           step=9 
  {3,7,8,10,11,16}               2   1.087    CFH     2261         4096         step=9 
  {3,7,8,10,11,17}               1   1.083    CFH     6            49           step=9 
  {3,7,8,10,11,17}               2   1.083    CFH     2227         4096         step=9 
  {3,7,8,10,11,18}               1   1.079    CFH     6            49           step=9 
  {3,7,8,10,11,18}               2   1.079    CFH     1749         4096         step=9 
  {3,7,8,10,11,19}               1   1.076    CFH     6            49           step=9 
  {3,7,8,10,11,19}               2   1.076    CFH     2348         4096         step=9 
  {3,7,8,10,11,20}               1   1.073    CFH     6            49           step=9 
  {3,7,8,10,11,20}               2   1.073    CFH     1866         4096         step=9 
  {3,7,8,10,12,13}               1   1.095    CFH     14           49           step=8 
  {3,7,8,10,12,13}               2   1.095    CFH     2339         4096         step=9 
  {3,7,8,10,12,14}               1   1.088    CFH     6            49           step=9 
  {3,7,8,10,12,14}               2   1.088    CFH     1210         2744         step=10 
  {3,7,8,10,12,15}               1   1.083    CFH     14           49           step=9 
  {3,7,8,10,12,15}               2   1.083    CFH     2452         3375         step=10 
  {3,7,8,10,12,16}               1   1.078    CFH     14           49           step=9 
  {3,7,8,10,12,16}               2   1.078    CFH     2590         4096         step=10 
  {3,7,8,10,12,17}               1   1.074    CFH     14           49           step=9 
  {3,7,8,10,12,17}               2   1.074    CFH     2403         4096         step=9 
  {3,7,8,10,12,18}               1   1.07     CFH     14           49           step=10 
  {3,7,8,10,12,18}               2   1.07     CFH     2447         4096         step=9 
  {3,7,8,10,12,19}               1   1.067    CFH     14           49           step=10 
  {3,7,8,10,12,19}               2   1.067    CFH     2452         4096         step=9 
  {3,7,8,10,12,20}               1   1.064    CFH     14           49           step=10 
  {3,7,8,10,12,20}               2   1.064    CFH     2339         4096         step=9 
  {3,7,8,10,13,14}               1   1.081    CFH     6            49           step=9 
  {3,7,8,10,13,14}               2   1.081    CFH     2982         2744         step=10 
  {3,7,8,10,13,15}               1   1.075    CFH     14           49           step=9 
  {3,7,8,10,13,15}               2   1.075    CFH     2906         3375         step=10 
  {3,7,8,10,13,16}               1   1.071    CFH     14           49           step=9 
  {3,7,8,10,13,16}               2   1.071    CFH     2924         4096         step=10 
  {3,7,8,10,13,17}               1   1.066    CFH     14           49           step=10 
  {3,7,8,10,13,17}               2   1.066    CFH     2906         4096         step=10 
  {3,7,8,10,13,18}               1   1.063    CFH     14           49           step=10 
  {3,7,8,10,13,18}               2   1.063    CFH     2654         4096         step=10 
  {3,7,8,10,13,19}               1   1.06     CFH     14           49           step=10 
  {3,7,8,10,13,19}               2   1.06     CFH     2924         10000        step=11 
  {3,7,8,10,13,20}               1   1.057    CFH     14           49           step=10 
  {3,7,8,10,13,20}               2   1.057    CFH     2339         4096         step=10 
  {3,7,8,10,14,15}               1   1.069    CFH     6            49           step=10 
  {3,7,8,10,14,15}               2   1.069    CFH     3175         10000        step=10 
  {3,7,8,10,14,16}               1   1.064    CFH     6            49           step=10 
  {3,7,8,10,14,16}               2   1.064    CFH     3184         10000        step=10 
  {3,7,8,10,14,17}               1   1.06     CFH     6            49           step=10 
  {3,7,8,10,14,17}               2   1.06     CFH     3271         10000        step=11 
  {3,7,8,10,14,18}               1   1.056    CFH     6            49           step=10 
  {3,7,8,10,14,18}               2   1.056    CFH     3201         10000        step=11 
  {3,7,8,10,14,19}               1   1.053    CFH     6            49           step=11 
  {3,7,8,10,14,19}               2   1.053    CFH     3120         10000        step=11 
  {3,7,8,10,14,20}               1   1.05     CFH     6            49           step=11 
  {3,7,8,10,14,20}               2   1.05     CFH     2616         8000         step=12 
  {3,7,8,10,15,16}               1   1.059    CFH     14           49           step=10 
  {3,7,8,10,15,16}               2   1.059    CFH     2915         10000        step=11 
  {3,7,8,10,15,17}               1   1.055    CFH     14           49           step=10 
  {3,7,8,10,15,17}               2   1.055    CFH     3438         10000        step=11 
  {3,7,8,10,15,18}               1   1.051    CFH     14           49           step=11 
  {3,7,8,10,15,18}               2   1.051    CFH     2932         10000        step=11 
  {3,7,8,10,15,19}               1   1.048    CFH     14           49           step=11 
  {3,7,8,10,15,19}               2   1.048    CFH     3193         10000        step=11 
  {3,7,8,10,15,20}               1   1.045    CFH     14           49           step=11 
  {3,7,8,10,15,20}               2   1.045    CFH     3262         8000         step=12 
  {3,7,8,10,16,17}               1   1.05     CFH     14           49           step=11 
  {3,7,8,10,16,17}               2   1.05     CFH     2745         10000        step=11 
  {3,7,8,10,16,18}               1   1.046    CFH     14           49           step=11 
  {3,7,8,10,16,18}               2   1.046    CFH     3005         10000        step=11 
  {3,7,8,10,16,19}               1   1.043    CFH     14           49           step=11 
  {3,7,8,10,16,19}               2   1.043    CFH     3293         10000        step=11 
  {3,7,8,10,16,20}               1   1.04     CFH     14           49           step=11 
  {3,7,8,10,16,20}               2   1.04     CFH     2739         8000         step=12 
  {3,7,8,10,17,18}               1   1.042    CFH     23           49           step=11 
  {3,7,8,10,17,18}               2   1.042    CFH     3248         10000        step=11 
  {3,7,8,10,17,19}               1   1.039    CFH     50           289          step=12 
  {3,7,8,10,17,19}               2   1.039    CFH     2764         10000        step=12 
  {3,7,8,10,17,20}               1   1.036    CFH     14           49           step=11 
  {3,7,8,10,17,20}               2   1.036    CFH     3213         8000         step=12 
  {3,7,8,10,18,19}               1   1.035    CFH     23           49           step=11 
  {3,7,8,10,18,19}               2   1.035    CFH     5553         10000        step=12 
  {3,7,8,10,18,20}               1   1.032    CFH     14           49           step=11 
  {3,7,8,10,18,20}               2   1.032    CFH     3228         8000         step=12 
  {3,7,8,10,19,20}               1   1.029    CFH     14           49           step=11 
  {3,7,8,10,19,20}               2   1.029    CFH     3932         8000         step=13 
  {3,7,8,11,12,13}               1   1.084    CFH     6            49           step=9 
  {3,7,8,11,12,13}               2   1.084    CFH     2170         4096         step=9 
  {3,7,8,11,12,14}               1   1.077    CFH     13           49           step=9 
  {3,7,8,11,12,14}               2   1.077    CFH     2197         2744         step=10 
  {3,7,8,11,12,15}               1   1.072    CFH     13           49           step=9 
  {3,7,8,11,12,15}               2   1.072    CFH     2697         3375         step=10 
  {3,7,8,11,12,16}               1   1.067    CFH     13           49           step=10 
  {3,7,8,11,12,16}               2   1.067    CFH     2275         4096         step=10 
  {3,7,8,11,12,17}               1   1.063    CFH     13           49           step=10 
  {3,7,8,11,12,17}               2   1.063    CFH     2293         4096         step=10 
  {3,7,8,11,12,18}               1   1.059    CFH     13           49           step=10 
  {3,7,8,11,12,18}               2   1.059    CFH     2706         4096         step=10 
  {3,7,8,11,12,19}               1   1.056    CFH     25           121          step=11 
  {3,7,8,11,12,19}               2   1.056    CFH     2293         4096         step=9 
  {3,7,8,11,12,20}               1   1.053    CFH     25           121          step=11 
  {3,7,8,11,12,20}               2   1.053    CFH     2377         4096         step=10 
  {3,7,8,11,13,14}               1   1.07     CFH     6            49           step=9 
  {3,7,8,11,13,14}               2   1.07     CFH     3162         2744         step=10 
  {3,7,8,11,13,15}               1   1.064    CFH     6            49           step=10 
  {3,7,8,11,13,15}               2   1.064    CFH     2333         3375         step=10 
  {3,7,8,11,13,16}               1   1.06     CFH     6            49           step=10 
  {3,7,8,11,13,16}               2   1.06     CFH     2444         4096         step=10 
  {3,7,8,11,13,17}               1   1.055    CFH     6            49           step=10 
  {3,7,8,11,13,17}               2   1.055    CFH     2966         4096         step=11 
  {3,7,8,11,13,18}               1   1.052    CFH     6            49           step=10 
  {3,7,8,11,13,18}               2   1.052    CFH     2406         4096         step=11 
  {3,7,8,11,13,19}               1   1.048    CFH     6            49           step=10 
  {3,7,8,11,13,19}               2   1.048    CFH     2517         4096         step=11 
  {3,7,8,11,13,20}               1   1.045    CFH     6            49           step=10 
  {3,7,8,11,13,20}               2   1.045    CFH     3162         4096         step=10 
  {3,7,8,11,14,15}               1   1.058    CFH     13           49           step=10 
  {3,7,8,11,14,15}               2   1.058    CFH     2983         14641        step=10 
  {3,7,8,11,14,16}               1   1.053    CFH     13           49           step=10 
  {3,7,8,11,14,16}               2   1.053    CFH     2471         14641        step=10 
  {3,7,8,11,14,17}               1   1.049    CFH     13           49           step=10 
  {3,7,8,11,14,17}               2   1.049    CFH     2966         14641        step=10 
  {3,7,8,11,14,18}               1   1.045    CFH     13           49           step=10 
  {3,7,8,11,14,18}               2   1.045    CFH     2758         14641        step=11 
  {3,7,8,11,14,19}               1   1.042    CFH     13           49           step=11 
  {3,7,8,11,14,19}               2   1.042    CFH     2926         2744         step=12 
  {3,7,8,11,14,20}               1   1.039    CFH     13           49           step=11 
  {3,7,8,11,14,20}               2   1.039    CFH     3140         8000         step=12 
  {3,7,8,11,15,16}               1   1.048    CFH     13           49           step=10 
  {3,7,8,11,15,16}               2   1.048    CFH     2953         14641        step=10 
  {3,7,8,11,15,17}               1   1.043    CFH     13           49           step=10 
  {3,7,8,11,15,17}               2   1.043    CFH     2787         14641        step=11 
  {3,7,8,11,15,18}               1   1.04     CFH     13           49           step=11 
  {3,7,8,11,15,18}               2   1.04     CFH     2953         14641        step=11 
  {3,7,8,11,15,19}               1   1.037    CFH     13           49           step=11 
  {3,7,8,11,15,19}               2   1.037    CFH     2787         14641        step=11 
  {3,7,8,11,15,20}               1   1.034    CFH     13           49           step=11 
  {3,7,8,11,15,20}               2   1.034    CFH     2953         8000         step=12 
  {3,7,8,11,16,17}               1   1.039    CFH     13           49           step=11 
  {3,7,8,11,16,17}               2   1.039    CFH     2504         14641        step=11 
  {3,7,8,11,16,18}               1   1.035    CFH     13           49           step=11 
  {3,7,8,11,16,18}               2   1.035    CFH     2885         14641        step=11 
  {3,7,8,11,16,19}               1   1.032    CFH     13           49           step=11 
  {3,7,8,11,16,19}               2   1.032    CFH     2562         14641        step=11 
  {3,7,8,11,16,20}               1   1.029    CFH     13           49           step=11 
  {3,7,8,11,16,20}               2   1.029    CFH     2885         8000         step=13 
  {3,7,8,11,17,18}               1   1.031    CFH     13           49           step=11 
  {3,7,8,11,17,18}               2   1.031    CFH     2990         14641        step=11 
  {3,7,8,11,17,19}               1   1.028    CFH     13           49           step=11 
  {3,7,8,11,17,19}               2   1.028    CFH     2787         14641        step=12 
  {3,7,8,11,17,20}               1   1.025    CFH     13           49           step=13 
  {3,7,8,11,17,20}               2   1.025    CFH     3197         8000         step=13 
  {3,7,8,11,18,19}               1   1.024    CFH     13           49           step=13 
  {3,7,8,11,18,19}               2   1.024    CFH     4442         14641        step=12 
  {3,7,8,11,18,20}               1   1.021    CFH     13           49           step=13 
  {3,7,8,11,18,20}               2   1.021    CFH     3074         8000         step=14 
  {3,7,8,11,19,20}               1   1.018    CFH     25           343          step=14 
  {3,7,8,11,19,20}               2   1.018    CFH     3197         8000         step=14 
  {3,7,8,12,13,14}               1   1.061    CFH     6            49           step=10 
  {3,7,8,12,13,14}               2   1.061    CFH     2462         16807        step=8 
  {3,7,8,12,13,15}               1   1.055    CFH     14           49           step=10 
  {3,7,8,12,13,15}               2   1.055    CFH     2472         16807        step=8 
  {3,7,8,12,13,16}               1   1.05     CFH     14           49           step=10 
  {3,7,8,12,13,16}               2   1.05     CFH     4369         16807        step=9 
  {3,7,8,12,13,17}               1   1.046    CFH     14           49           step=10 
  {3,7,8,12,13,17}               2   1.046    CFH     2472         4096         step=11 
  {3,7,8,12,13,18}               1   1.043    CFH     14           49           step=10 
  {3,7,8,12,13,18}               2   1.043    CFH     2695         4096         step=11 
  {3,7,8,12,13,19}               1   1.039    CFH     14           49           step=10 
  {3,7,8,12,13,19}               2   1.039    CFH     2455         4096         step=12 
  {3,7,8,12,13,20}               1   1.036    CFH     26           144          step=12 
  {3,7,8,12,13,20}               2   1.036    CFH     2455         4096         step=12 
  {3,7,8,12,14,15}               1   1.049    CFH     13           49           step=10 
  {3,7,8,12,14,15}               2   1.049    CFH     2648         16807        step=9 
  {3,7,8,12,14,16}               1   1.044    CFH     13           49           step=10 
  {3,7,8,12,14,16}               2   1.044    CFH     4113         16807        step=9 
  {3,7,8,12,14,17}               1   1.04     CFH     13           49           step=10 
  {3,7,8,12,14,17}               2   1.04     CFH     2599         2744         step=12 
  {3,7,8,12,14,18}               1   1.036    CFH     13           49           step=10 
  {3,7,8,12,14,18}               2   1.036    CFH     4287         16807        step=11 
  {3,7,8,12,14,19}               1   1.033    CFH     13           49           step=11 
  {3,7,8,12,14,19}               2   1.033    CFH     2842         16807        step=11 
  {3,7,8,12,14,20}               1   1.03     CFH     13           49           step=11 
  {3,7,8,12,14,20}               2   1.03     CFH     2599         32768        step=12 
  {3,7,8,12,15,16}               1   1.039    CFH     14           49           step=10 
  {3,7,8,12,15,16}               2   1.039    CFH     2842         16807        step=11 
  {3,7,8,12,15,17}               1   1.034    CFH     14           49           step=10 
  {3,7,8,12,15,17}               2   1.034    CFH     2995         16807        step=11 
  {3,7,8,12,15,18}               1   1.031    CFH     14           49           step=11 
  {3,7,8,12,15,18}               2   1.031    CFH     2941         16807        step=11 
  {3,7,8,12,15,19}               1   1.027    CFH     14           49           step=11 
  {3,7,8,12,15,19}               2   1.027    CFH     3076         16807        step=11 
  {3,7,8,12,15,20}               1   1.024    CFH     14           49           step=13 
  {3,7,8,12,15,20}               2   1.024    CFH     2697         32768        step=13 
  {3,7,8,12,16,17}               1   1.03     CFH     14           49           step=11 
  {3,7,8,12,16,17}               2   1.03     CFH     2842         16807        step=11 
  {3,7,8,12,16,18}               1   1.026    CFH     14           49           step=12 
  {3,7,8,12,16,18}               2   1.026    CFH     2756         16807        step=11 
  {3,7,8,12,16,19}               1   1.023    CFH     14           49           step=13 
  {3,7,8,12,16,19}               2   1.023    CFH     2743         16807        step=12 
  {3,7,8,12,16,20}               1   1.02     CFH     14           49           step=13 
  {3,7,8,12,16,20}               2   1.02     CFH     4603         32768        step=13 
  {3,7,8,12,17,18}               1   1.022    CFH     14           49           step=13 
  {3,7,8,12,17,18}               2   1.022    CFH     4471         16807        step=12 
  {3,7,8,12,17,19}               1   1.018    CFH     14           49           step=13 
  {3,7,8,12,17,19}               2   1.018    CFH     4444         16807        step=12 
  {3,7,8,12,17,20}               1   1.016    CFH     14           49           step=13 
  {3,7,8,12,17,20}               2   1.016    CFH     4603         32768        step=15 
  {3,7,8,12,18,19}               1   1.015    CFH     14           49           step=14 
  {3,7,8,12,18,19}               2   1.015    CFH     4192         16807        step=13 
  {3,7,8,12,18,20}               1   1.012    CFH     14           49           step=14 
  {3,7,8,12,18,20}               2   1.012    CFH     4344         32768        step=16 
  {3,7,8,12,19,20}               1   1.009    CFH     33           144          step=15 
  {3,7,8,12,19,20}               2   1.009    CFH     2887         32768        step=17 
  {3,7,8,13,14,15}               1   1.041    CFH     6            49           step=10 
  {3,7,8,13,14,15}               2   1.041    CFH     2993         16807        step=9 
  {3,7,8,13,14,16}               1   1.036    CFH     6            49           step=10 
  {3,7,8,13,14,16}               2   1.036    CFH     4824         16807        step=10 
  {3,7,8,13,14,17}               1   1.032    CFH     6            49           step=10 
  {3,7,8,13,14,17}               2   1.032    CFH     5180         16807        step=10 
  {3,7,8,13,14,18}               1   1.029    CFH     6            49           step=10 
  {3,7,8,13,14,18}               2   1.029    CFH     5179         16807        step=11 
  {3,7,8,13,14,19}               1   1.025    CFH     6            49           step=12 
  {3,7,8,13,14,19}               2   1.025    CFH     4984         16807        step=11 
  {3,7,8,13,14,20}               1   1.022    CFH     6            49           step=13 
  {3,7,8,13,14,20}               2   1.022    CFH     4891         28561        step=13 
  {3,7,8,13,15,16}               1   1.031    CFH     14           49           step=10 
  {3,7,8,13,15,16}               2   1.031    CFH     2993         16807        step=10 
  {3,7,8,13,15,17}               1   1.027    CFH     14           49           step=10 
  {3,7,8,13,15,17}               2   1.027    CFH     2966         16807        step=11 
  {3,7,8,13,15,18}               1   1.023    CFH     14           49           step=13 
  {3,7,8,13,15,18}               2   1.023    CFH     4353         16807        step=12 
  {3,7,8,13,15,19}               1   1.02     CFH     14           49           step=13 
  {3,7,8,13,15,19}               2   1.02     CFH     3020         16807        step=12 
  {3,7,8,13,15,20}               1   1.017    CFH     14           49           step=14 
  {3,7,8,13,15,20}               2   1.017    CFH     2972         28561        step=14 
  {3,7,8,13,16,17}               1   1.022    CFH     14           49           step=13 
  {3,7,8,13,16,17}               2   1.022    CFH     7002         28561        step=14 
  {3,7,8,13,16,18}               1   1.018    CFH     14           49           step=13 
  {3,7,8,13,16,18}               2   1.018    CFH     4814         16807        step=12 
  {3,7,8,13,16,19}               1   1.015    CFH     14           49           step=13 
  {3,7,8,13,16,19}               2   1.015    CFH     8910         28561        step=15 
  {3,7,8,13,16,20}               1   1.012    CFH     14           49           step=15 
  {3,7,8,13,16,20}               2   1.012    CFH     4369         28561        step=15 
  {3,7,8,13,17,18}               1   1.014    CFH     14           49           step=14 
  {3,7,8,13,17,18}               2   1.014    CFH     5180         16807        step=13 
  {3,7,8,13,17,19}               1   1.011    CFH     14           49           step=15 
  {3,7,8,13,17,19}               2   1.011    CFH     7189         16807        step=13 
  {3,7,8,13,17,20}               1   1.008    CFH     14           49           step=16 
  {3,7,8,13,17,20}               2   1.008    CFH     5040         28561        step=17 
  {3,7,8,13,18,19}               1   1.007    CFH     14           49           step=17 
  {3,7,8,13,18,19}               2   1.007    CFH     5280         16807        step=16 
  {3,7,8,13,18,20}               1   1.004    CFH     14           49           step=17 
  {3,7,8,13,18,20}               2   1.004    CFH     4864         28561        step=18 
  {3,7,8,13,19,20}               1   1.001    CFH     14           49           step=22 
  {3,7,8,13,19,20}               2   1.001    CFH     5001         28561        step=21 
  {3,7,8,14,15,16}               1   1.025    CFH     13           49           step=11 
  {3,7,8,14,15,16}               2   1.025    CFH     3175         16807        step=10 
  {3,7,8,14,15,17}               1   1.02     CFH     13           49           step=13 
  {3,7,8,14,15,17}               2   1.02     CFH     3309         16807        step=12 
  {3,7,8,14,15,18}               1   1.017    CFH     13           49           step=14 
  {3,7,8,14,15,18}               2   1.017    CFH     3103         16807        step=13 
  {3,7,8,14,15,19}               1   1.013    CFH     13           49           step=15 
  {3,7,8,14,15,19}               2   1.013    CFH     3579         16807        step=14 
  {3,7,8,14,15,20}               1   1.011    CFH     13           49           step=15 
  {3,7,8,14,15,20}               2   1.011    CFH     3262         32768        step=15 
  {3,7,8,14,16,17}               1   1.016    CFH     13           49           step=13 
  {3,7,8,14,16,17}               2   1.016    CFH     5115         16807        step=13 
  {3,7,8,14,16,18}               1   1.012    CFH     13           49           step=15 
  {3,7,8,14,16,18}               2   1.012    CFH     5101         16807        step=14 
  {3,7,8,14,16,19}               1   1.009    CFH     13           49           step=17 
  {3,7,8,14,16,19}               2   1.009    CFH     5142         16807        step=15 
  {3,7,8,14,16,20}               1   1.006    CFH     13           49           step=17 
  {3,7,8,14,16,20}               2   1.006    CFH     5115         32768        step=17 
  {3,7,8,14,17,18}               1   1.008    CFH     13           49           step=17 
  {3,7,8,14,17,18}               2   1.008    CFH     5188         16807        step=16 
  {3,7,8,14,17,19}               1   1.005    CFH     13           49           step=17 
  {3,7,8,14,17,19}               2   1.005    CFH     9264         32768        step=18 
  {3,7,8,14,17,20}               1   1.002    CFH     13           49           step=21 
  {3,7,8,14,17,20}               2   1.002    CFH     5197         32768        step=20 
